Unnamed: 0,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Record ID,Vehicle Type
6359.0,INACTIVE,FORD,E350,2013.0,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,TINLEY PARK,IL,60639.0,895428Ambulance,Ambulance
6361.0,INACTIVE,CHEVROLET,3500,2016.0,WHITE,Gasoline,N,EMPIRE LIMOUSINE INC,CHICAGO,IL,60630.0,11521Charter Sightseeing,Charter
6362.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72177Livery,Livery
6363.0,VIOLATION,LINCOLN,CONTINENTAL,2019.0,BLACK,Gasoline,N,RHM TRANSPORTATION INC.,CHICAGO,IL,60618.0,9554Livery,Livery
6367.0,ACTIVE,LINCOLN,AVIATOR,2025.0,BLACK,Gasoline,N,TRANS-OPS SYNDICATE INC.,CHICAGO,IL,60610.0,7934Livery,Livery
6368.0,INACTIVE,FORD,E250,2007.0,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,60630.0,6351Medicar,Medicar
6371.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72019Livery,Livery
6372.0,ACTIVE,GMC,YUKON,2020.0,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629.0,8847Livery,Livery
6373.0,ACTIVE,TOYOTA,HIGHLANDER,2023.0,WHITE,Gasoline,N,"EMPIRE TRANS, INC.",CHICAGO,IL,60659.0,15Taxi,Taxi
6374.0,INACTIVE,FREIGHLINE,TROLLEY,2004.0,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,7224Charter Sightseeing,Charter
6376.0,ACTIVE,TOYOTA,CAMRY,2019.0,WHITE,Gasoline,N,EDGEWATER CAB CO,CHICAGO,IL,60630.0,994Taxi,Taxi
6377.0,ACTIVE,IC,3000 SERIES,2013.0,WHITE,Gasoline,N,SOUTHSIDE TOURS LLC,CHICAGO,IL,60649.0,210721Charter Sightseeing,Charter
6379.0,ACTIVE,TOYOTA,SIENNA,2020.0,YELLOW,Gasoline,N,LAKESIDE 822 INC,CHICAGO,IL,60641.0,1141Taxi,Taxi
6381.0,ACTIVE,LINCOLN,NAVIGATOR,2024.0,BLACK,Gasoline,N,"LIVONIA TRADE, INC.",CHICAGO,IL,60640.0,9809Livery,Livery
6382.0,INACTIVE,DODGE,CARAVAN,2005.0,WHITE,Gasoline,N,CATCH A RIDE TRANSPORTATION INC,CHICAGO,IL,60620.0,6641Medicar,Medicar
6383.0,ACTIVE,CADILLAC,XTS,2019.0,BLACK,Gasoline,N,DE EMINENTZ INC.,CHICAGO,IL,60616.0,9370Livery,Livery
6384.0,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,SAMA LIMO SERVICE INC.,CHICAGO,IL,60629.0,70065Livery,Livery
6386.0,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Gasoline,N,FAD GRACE INC,CHICAGO,IL,60659.0,1589Taxi,Taxi
6387.0,INACTIVE,FORD,E350,2005.0,WHITE/RED,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60639.0,5462Ambulance,Ambulance
6390.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72850Livery,Livery
6391.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72359Livery,Livery
6394.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72021Livery,Livery
6396.0,ACTIVE,TESLA,Y,2023.0,BLACK,Gasoline,N,BASHAT LLC,CHICAGO,IL,60625.0,70473Livery,Livery
6397.0,INACTIVE,FORD,E250,2015.0,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,ORLAND PARK,IL,60639.0,8425Medicar,Medicar
6398.0,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,MARTIC LIMO INC,CHICAGO,IL,60630.0,71004Livery,Livery
6399.0,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,ABBA LIMO CORP,CHICAGO,IL,60646.0,8427Livery,Livery
6400.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72902Livery,Livery
6401.0,ACTIVE,AUDI,Q5,2020.0,BLACK,Gasoline,N,VLAD LIMO SERVICE INC.,CHICAGO,IL,60630.0,8816Livery,Livery
6406.0,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,AMERICAN PREMIUM LEASING INC,CHICAGO,IL,60619.0,71237Livery,Livery
6407.0,RESERVED,FORD,TRANSIT,2018.0,WHITE,Gasoline,N,A-TEC AMBULANCE INC,ELGIN,IL,60639.0,139920Ambulance,Ambulance
6409.0,SURRENDER,MERCEDES,SPRINTER,2012.0,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60639.0,721334Ambulance,Ambulance
6411.0,ACTIVE,CHEVROLET,SUBURBAN,2018.0,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629.0,9969Livery,Livery
6412.0,INACTIVE,DODGE,CARAVAN,2012.0,WHITE,Gasoline,N,PAL TRANSPORTATION CORPORATION,CHICAGO,IL,60628.0,7359Medicar,Medicar
6414.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72265Livery,Livery
6417.0,INACTIVE,FORD,F550,2015.0,WHITE,Gasoline,N,CHICAGO MOTOR COACH  INC.,NORTHBROOK,IL,60639.0,15366Charter Sightseeing,Charter
6419.0,ACTIVE,FORD,TRANSIT,2024.0,BLACK,Gasoline,N,POLARIS NORTH STAR LLC,CHICAGO,IL,60630.0,25642Charter Sightseeing,Charter
6424.0,SURRENDER,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,TOP LUXURY LIMO INC.,CHICAGO,IL,60630.0,9053Livery,Livery
6428.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72003Livery,Livery
6432.0,VIOLATION,TOYOTA,SCION,2012.0,WHITE,Gasoline,N,"HAJWARI, INC.",CHICAGO,IL,60656.0,1971Taxi,Taxi
6433.0,INACTIVE,FORD,TRANSIT,2018.0,WHITE,Gasoline,N,DALEY'S MEDICAL TRANSPORTATION INC,DOLTON,IL,60639.0,797113Ambulance,Ambulance
6435.0,INACTIVE,FORD,E250,2006.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,6313Medicar,Medicar
6436.0,ACTIVE,GMC,YUKON,2021.0,BLACK,Gasoline,N,TMZ LIMO INC,CHICAGO,IL,60618.0,70365Livery,Livery
6438.0,ACTIVE,FORD,E350,2010.0,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60639.0,721381Ambulance,Ambulance
6440.0,ACTIVE,TOYOTA,CAMRY,2020.0,BLACK,Gasoline,N,N.F KHAN INC,CHICAGO,IL,60612.0,2957Taxi,Taxi
6442.0,ACTIVE,CHEVROLET,SUBURBAN,2017.0,BLACK,Gasoline,N,EXECUTIVE LUXURY CHAUFFERING INC,CHICAGO,IL,60608.0,8718Livery,Livery
6443.0,INACTIVE,FORD,E150,2009.0,WHITE,Gasoline,N,"SPECIALTY NEEDS TRANSPORTATION, INC.",TINLEY PARK,IL,60639.0,6900Medicar,Medicar
6444.0,ACTIVE,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,AWANDIA TRANSPORTATION INC,CHICAGO,IL,60656.0,9054Livery,Livery
6445.0,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,MIA BRASOV LTD,CHICAGO,IL,60660.0,8434Livery,Livery
6447.0,INACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,MUHAMMAD  ASIF,CHICAGO,IL,60641.0,70112Livery,Livery
6448.0,ACTIVE,MERCEDES,SPRINTER,2016.0,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60639.0,721375Ambulance,Ambulance
6449.0,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,9536Livery,Livery
6451.0,VIOLATION,TOYOTA,RAV4,2002.0,GREEN,Gasoline,N,JIBO CORPORATION,CHICAGO,IL,60628.0,20637Medicar,Medicar
6452.0,ACTIVE,HYUNDAI,ELANTRA,2018.0,WHITE,Gasoline,N,ZEUS CAB CORP.,CHICAGO,IL,60618.0,1897Taxi,Taxi
6454.0,ACTIVE,LINCOLN,MKT,2014.0,BLACK,Gasoline,N,BLACK AND WHITE LIMOUSINE INC,CHICAGO,IL,60630.0,7496Livery,Livery
6458.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72052Livery,Livery
6459.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72472Livery,Livery
6460.0,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,SHAHZAIN INC.,CHICAGO,IL,60626.0,7326Livery,Livery
6461.0,ACTIVE,FORD,TRANSIT,2021.0,WHITE,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60639.0,5613Ambulance,Ambulance
6462.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72012Livery,Livery
6463.0,INACTIVE,FREIGHTLINER,M LINE SHUTTLE BUS,2002.0,RED/BLUE/WHITE,Gasoline,N,CHICAGO SIGHT SEEING CO,CHICAGO,IL,60603.0,100008Charter Sightseeing,Charter
6464.0,ACTIVE,TOYOTA,HIGHLANDER,2023.0,CREAM/BLUE,Gasoline,N,KCR & F TRANSPORTATION INC,CHICAGO,IL,60641.0,1677Taxi,Taxi
6470.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72336Livery,Livery
6472.0,INACTIVE,FORD,EXCURSION,2005.0,WHITE,Gasoline,N,AN ELEGANT TOUCH LIMOUSINE SERVICE INC,CHICAGO,IL,60632.0,9443Charter Sightseeing,Charter
6473.0,INACTIVE,FORD,E450,2016.0,WHITE,Gasoline,N,JANESSA MARIE JUSINO,CHICAGO,IL,60641.0,17289Charter Sightseeing,Charter
6474.0,INACTIVE,FORD,CROWN VICTORIA,2009.0,BLACK,Gasoline,N,Majestic Livery Service Inc,CHICAGO,IL,60637.0,16440Jitney,Jitney
6476.0,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,AARIZ LIMO SERVICE INC.,CHICAGO,IL,60656.0,71260Livery,Livery
6477.0,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,MAKSAT LIMO INC.,CHICAGO,IL,60630.0,7205Livery,Livery
6479.0,ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,FAHEEM INC.,CHICAGO,IL,60630.0,9917Livery,Livery
6481.0,ACTIVE,LINCOLN,CORSAIR,2023.0,BLACK,Gasoline,N,SIRBULAND AND COMPANY INC,CHICAGO,IL,60625.0,70224Livery,Livery
6483.0,INACTIVE,FORD,E350,2013.0,WHITE,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60639.0,5467Ambulance,Ambulance
6485.0,INACTIVE,FORD,E350,2006.0,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,60630.0,5617Ambulance,Ambulance
6492.0,VIOLATION,NISSAN,NV200,2015.0,WHITE,Gasoline,N,CHICAGO POLO VII INC.,CHICAGO,IL,60616.0,5964Taxi,Taxi
6494.0,ACTIVE,LINCOLN,CORSAIR,2023.0,BEIGE,Gasoline,N,B&A EXPRESS CORP,CHICAGO,IL,60625.0,70029Livery,Livery
6495.0,ACTIVE,MERCEDES,METRIS,2023.0,BLACK,Gasoline,N,EMPIRE LIMOUSINE INC,CHICAGO,IL,60630.0,9493Livery,Livery
6497.0,RESERVED,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,LE ROYAL LIMO INCORPORATED,CHICAGO,IL,60656.0,8763Livery,Livery
6498.0,ACTIVE,CHEVROLET,SUBURBAN,2020.0,BLACK,Gasoline,N,BALTIMORE EMPIRE LLC,CHICAGO,IL,60611.0,70584Livery,Livery
6499.0,SURRENDER,TOYOTA,CAMRY,2017.0,WHITE,Gasoline,N,NENEME LLC,CHICAGO,IL,60645.0,6219Taxi,Taxi
6500.0,ACTIVE,LINCOLN,NAUTILUS,2025.0,BLACK,Gasoline,N,GLS LIMO INC.,CHICAGO,IL,60630.0,9047Livery,Livery
6501.0,INACTIVE,FORD,TROLLEY,2016.0,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,7227Charter Sightseeing,Charter
6502.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,71393Livery,Livery
6504.0,INACTIVE,FORD,F550,2013.0,BLACK,Gasoline,N,M & M LIMOUSINE SERVICE INC,CHICAGO,IL,60601.0,14808Charter Sightseeing,Charter
6506.0,ACTIVE,BMW,530IX,2020.0,BLACK,Gasoline,N,MUHAMMAD TALHA,CHICAGO,IL,60659.0,9252Livery,Livery
6508.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,71321Livery,Livery
6511.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72726Livery,Livery
6513.0,ACTIVE,CHEVROLET,SUBURBAN,2024.0,BLACK,Gasoline,N,GUL LIMOUSINE INC.,CHICAGO,IL,60630.0,70835Livery,Livery
6514.0,INACTIVE,FORD,AMBULANCE,2006.0,WHITE,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60639.0,5470Ambulance,Ambulance
6516.0,ACTIVE,MERCEDES,SPRINTER,2013.0,WHITE/RED,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60639.0,5604Ambulance,Ambulance
6517.0,ACTIVE,CHEVROLET,SUBURBAN,2017.0,BLACK,Gasoline,N,LUSION TRANS INC.,CHICAGO,IL,60619.0,8702Livery,Livery
6518.0,SURRENDER,TOYOTA,RAV4,2017.0,YELLOW,Gasoline,N,KWASEPO EXPRESS INC,CHICAGO,IL,60641.0,6097Taxi,Taxi
6520.0,INACTIVE,MERCEDES,BENZ,2013.0,BLACK,Gasoline,N,SOUTHWEST CHIEF LTD,CHICAGO,IL,60630.0,7006Charter Sightseeing,Charter
6521.0,VIOLATION,TOYOTA,SIENNA,2012.0,WHITE,Gasoline,N,LABWACO INC,CHICAGO,IL,60659.0,6048Taxi,Taxi
6522.0,ACTIVE,LINCOLN,MKT,2015.0,BLACK,Gasoline,N,"MASON'S ELITE LIMOS, INC.",CHICAGO,IL,60620.0,9137Livery,Livery
6526.0,ACTIVE,TOYOTA,CAMRY,2019.0,SILVER,Gasoline,N,ETHIO-ADDIS INC,CHICAGO,IL,60640.0,2557Taxi,Taxi
6528.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72749Livery,Livery
6529.0,ACTIVE,CADILLAC,XTS,2018.0,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629.0,9275Livery,Livery
6531.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72610Livery,Livery
6532.0,ACTIVE,CADILLAC,XTS,2018.0,BLACK,Gasoline,N,CAR SERVICES INC.,CHICAGO,IL,60659.0,9964Livery,Livery
6534.0,VIOLATION,TOYOTA,SIENNA,2011.0,WHITE/RED/STRIPES,Gasoline,N,JORDAN TAXI INC.,CHICAGO,IL,60659.0,3669Taxi,Taxi
6535.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72461Livery,Livery
6537.0,INACTIVE,FORD,S550,2003.0,BLACK,Gasoline,N,AMERICAN EAGLE LIMO & TAXI INC,CHICAGO,IL,60646.0,18325Charter Sightseeing,Charter
6538.0,RESERVED,GMC,YUKON XL,2019.0,BLACK,Gasoline,N,"AIRPORT TRANSFER, INC.",CHICAGO,IL,60639.0,7473Livery,Livery
6539.0,ACTIVE,CADILLAC,ESCALADE ESV,2024.0,BLACK,Gasoline,N,"SAFA ASSOCIATES INC.,",CHICAGO,IL,60645.0,7725Livery,Livery
6540.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72261Livery,Livery
6542.0,RESERVED,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,FEYISA AYANA KELBESA,CHICAGO,IL,60659.0,8358Livery,Livery
6543.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72088Livery,Livery
6544.0,VIOLATION,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,ADEN EXPRESS INC,CHICAGO,IL,60625.0,9233Livery,Livery
6546.0,RESERVED,FREIGHTLINER,X LINE SHUTTLE,2016.0,GREEN,Gasoline,N,SCT USA INC,CHICAGO,IL,60630.0,22989Charter Sightseeing,Charter
6547.0,RESERVED,FORD,EXPEDITION,2018.0,BLACK,Gasoline,N,WINDY CITY LIMOUSINE COMPANY LLC,CHICAGO,IL,60630.0,7830Livery,Livery
6551.0,ACTIVE,HYUNDAI,SANTA FE,2024.0,BLUE/WHITE,Gasoline,N,JIN CAB CO,CHICAGO,IL,60641.0,3837Taxi,Taxi
6555.0,ACTIVE,LINCOLN,NAVIGATOR,2023.0,BLACK,Gasoline,N,LUXURY LIVERY RIDES INC,CHICAGO,IL,60630.0,70056Livery,Livery
6556.0,ACTIVE,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,DOVE LIMOUSINE SERVICE INC.,CHICAGO,IL,60656.0,7838Livery,Livery
6559.0,ACTIVE,TOYOTA,SIENNA,2019.0,WHITE,Gasoline,Y,LISTERVEN INC,CHICAGO,IL,60656.0,3766Taxi,Taxi
6560.0,ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,"FLASH LIMOUSINE, INC.",CHICAGO,IL,60630.0,8534Livery,Livery
6563.0,RESERVED,FORD,TRANSIT BUS,2016.0,WHITE,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60639.0,5534Ambulance,Ambulance
6565.0,VIOLATION,TOYOTA,SIENNA,2012.0,WHITE,Gasoline,N,BIZCO INTERNATIONAL INC.,CHICAGO,IL,60641.0,5011Taxi,Taxi
6568.0,INACTIVE,MERCEDES,SPRINTER,2013.0,BLACK,Gasoline,N,T & V TRANSPORTATION LLC.,CHICAGO,IL,60631.0,14707Charter Sightseeing,Charter
6569.0,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,MIFTAHUDIN USMAN,CHICAGO,IL,60640.0,70364Livery,Livery
6571.0,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,AMAR LIMOUSINE SERVICES LLC,CHICAGO,IL,60659.0,71272Livery,Livery
6572.0,ACTIVE,TOYOTA,SIENNA,2019.0,WHITE,Gasoline,N,"A.M. ""EBENEZER, INC""",CHICAGO,IL,60630.0,1748Taxi,Taxi
6573.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72734Livery,Livery
6576.0,ACTIVE,INFINITI,QX60,2024.0,BLACK,Gasoline,N,ADSA INC.,CHICAGO,IL,60630.0,71270Livery,Livery
6578.0,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,M PRESTIGE INC.,CHICAGO,IL,60630.0,70071Livery,Livery
6579.0,INACTIVE,TOYOTA,SIENNA,2011.0,GRAY,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,13396Medicar,Medicar
6580.0,SURRENDER,TOYOTA,COROLLA,2017.0,WHITE,Gasoline,N,NAXOS CAB CORP,CHICAGO,IL,60618.0,354Taxi,Taxi
6581.0,INACTIVE,FORD,F550,2014.0,WHITE,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,9905Charter Sightseeing,Charter
6582.0,INACTIVE,MERCEDES,SPRINTER,2014.0,BLACK,Gasoline,N,"FLASH LIMOUSINE, INC.",CHICAGO,IL,60630.0,15952Charter Sightseeing,Charter
6584.0,ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,NEW STYLE LIVERY  INC.,CHICAGO,IL,60655.0,9638Livery,Livery
6585.0,VIOLATION,DODGE,CARAVAN,2015.0,BLACK,Gasoline,N,BLUE GAZELLE INC.,CHICAGO,IL,60628.0,20977Medicar,Medicar
6586.0,ACTIVE,TESLA,Y,2023.0,BLACK,Gasoline,N,LAKESHORE TRANSPORT INC.,CHICAGO,IL,60656.0,70574Livery,Livery
6587.0,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,"SOUND WEALTH, INC.",CHICAGO,IL,60652.0,70387Livery,Livery
6589.0,ACTIVE,GMC,YUKON XL,2023.0,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629.0,7139Livery,Livery
6590.0,INACTIVE,MERCEDES,SPRINTER,2011.0,GREEN,Gasoline,N,METRO LIMOUSINE INC,CHICAGO,IL,60631.0,13136Charter Sightseeing,Charter
6591.0,VIOLATION,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,"ALPHA M LIMO, INC.",CHICAGO,IL,60645.0,7244Livery,Livery
6592.0,ACTIVE,LINCOLN,NAVIGATOR,2022.0,BLACK,Gasoline,N,MKA LIMOUSINE INC.,CHICAGO,IL,60660.0,9717Livery,Livery
6593.0,VIOLATION,FORD,TRANSIT,2018.0,WHITE,Gasoline,N,TRACE AMBULANCE INC,TINLEY PARK,IL,60639.0,794918Ambulance,Ambulance
6594.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72650Livery,Livery
6597.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72325Livery,Livery
6599.0,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,SALIM MAHMOOD KHAN,CHICAGO,IL,60641.0,9552Livery,Livery
6602.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72264Livery,Livery
6604.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72697Livery,Livery
6605.0,ACTIVE,CADILLAC,EXPEDITION PLATINUM,2024.0,BLACK,Gasoline,N,RENE TRANSPORTATION LLC,CHICAGO,IL,60630.0,71181Livery,Livery
6606.0,ACTIVE,TOYOTA,SIENNA,2017.0,YELLOW,Gasoline,N,PAPA AUTO LLC,CHICAGO,IL,60626.0,1473Taxi,Taxi
6607.0,VIOLATION,INFINITI,QX60,2019.0,BLACK,Gasoline,N,DAVID ESCOBAR,CHICAGO,IL,60634.0,70015Livery,Livery
6608.0,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,LI DONG KOCUREK,CHICAGO,IL,60605.0,7971Livery,Livery
6611.0,INACTIVE,FORD,E350,2006.0,WHITE/RED,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60639.0,5610Ambulance,Ambulance
6613.0,ACTIVE,TOYOTA,SIENNA,2018.0,ORANGE,Gasoline,Y,TAXI ME INC,CHICAGO,IL,60641.0,934Taxi,Taxi
6615.0,ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,JUFO LLC,CHICAGO,IL,60660.0,8911Livery,Livery
6616.0,ACTIVE,CADILLAC,XTS,2019.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,9435Livery,Livery
6617.0,ACTIVE,TOYOTA,RAV4,2018.0,SILVER,Gasoline,N,5 ZUFAN CORP,CHICAGO,IL,60660.0,4909Taxi,Taxi
6618.0,VIOLATION,HYUNDAI,ELANTRA,2018.0,WHITE,Gasoline,N,PAROS CAB CORP.,CHICAGO,IL,60618.0,2492Taxi,Taxi
6619.0,RESERVED,LINCOLN,NAVIGATOR,2017.0,BLACK,Gasoline,N,MINTCHO R. MIHAYLOV,CHICAGO,IL,60618.0,8977Livery,Livery
6620.0,ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,"BYSA LIMO, INC.",CHICAGO,IL,60656.0,70428Livery,Livery
6622.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,71426Livery,Livery
6623.0,RESERVED,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,PHARAOHS TRANSPORTATION OF CHICAGO LLC,CHICAGO,IL,60630.0,70212Livery,Livery
6624.0,VIOLATION,CADILLAC,XTS,2018.0,BLACK,Gasoline,N,NON STOP LIMO SERVICE INC.,CHICAGO,IL,60629.0,70159Livery,Livery
6626.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,72589Livery,Livery
6628.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,71708Livery,Livery
6629.0,ACTIVE,FORD,TRANSIT,2020.0,WHITE/BLUE,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60639.0,5479Ambulance,Ambulance
6630.0,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60639.0,71828Livery,Livery
6632.0,ACTIVE,LINCOLN,NAVIGATOR,2022.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,7439Livery,Livery
6636.0,RESERVED,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,RAWN LIMO INC,CHICAGO,IL,60659.0,8346Livery,Livery
